Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),percentHardmode,wordFreq,wordFreqNorm
2022-07-05 00:00:00,381,field,44578,3604,1,6,25,36,23,9,1,0.08084705460092423,0.000174,0.08130841121495327
2022-07-04 00:00:00,380,sever,42645,3591,0,2,13,27,29,21,7,0.08420682377769961,1.41e-06,0.0006588785046728972
2022-07-03 00:00:00,379,lilac,40486,3461,0,2,17,38,29,12,1,0.08548634095736798,1.29e-06,0.000602803738317757
2022-07-02 00:00:00,378,egret,41765,3515,0,3,14,33,33,15,2,0.08416137914521729,2.09e-07,9.766355140186917e-05
2022-07-01 00:00:00,377,pinto,47248,3792,0,5,25,41,22,6,1,0.08025736539112767,1.32e-06,0.0006168224299065421
2022-06-30 00:00:00,376,hutch,44212,3758,0,1,12,28,28,21,9,0.08499954763412648,1.1e-06,0.000514018691588785
2022-06-29 00:00:00,375,gawky,45645,3957,0,1,5,22,33,28,10,0.08669076569175156,8.13e-08,3.799065420560747e-05
2022-06-28 00:00:00,374,droll,47312,3844,0,2,16,31,31,17,3,0.08124788637132228,3.8e-07,0.00017757009345794393
2022-06-27 00:00:00,373,retro,47986,3848,0,6,24,35,24,9,1,0.08019005543283457,5.37e-06,0.0025093457943925236
2022-06-26 00:00:00,372,rusty,50450,3954,0,9,37,34,13,5,1,0.07837462834489593,4.07e-06,0.0019018691588785048
2022-06-25 00:00:00,371,beady,46089,3670,0,3,19,39,29,10,1,0.07962854477207143,3.02e-07,0.00014112149532710279
2022-06-24 00:00:00,370,smite,50617,3991,0,6,23,35,24,11,2,0.07884702767844795,8.51e-07,0.0003976635514018692
2022-06-23 00:00:00,369,brink,53111,4118,0,4,22,41,24,7,1,0.0775357270621905,3.24e-06,0.001514018691588785
2022-06-22 00:00:00,368,awful,47645,3861,0,5,21,33,27,12,2,0.0810368349249659,2.88e-05,0.013457943925233645
2022-06-21 00:00:00,367,gloat,53342,4194,0,8,21,31,26,12,2,0.0786247234824341,4.17e-07,0.00019485981308411214
2022-06-20 00:00:00,366,input,50484,3950,0,5,30,38,21,6,1,0.07824261152048173,2.24e-05,0.010467289719626167
2022-06-19 00:00:00,365,loser,55359,4399,1,10,28,32,19,8,2,0.07946314059141242,1.02e-05,0.004766355140186916
2022-06-18 00:00:00,364,cacao,47205,4101,0,1,9,27,36,23,4,0.08687639021290118,7.24e-07,0.00033831775700934576
2022-06-17 00:00:00,363,blown,54665,4251,0,6,23,35,26,10,1,0.07776456599286563,1.62e-05,0.007570093457943926
2022-06-16 00:00:00,362,apron,53430,4112,0,7,30,38,19,5,1,0.0769605090772974,2.29e-06,0.0010700934579439252
2022-06-15 00:00:00,361,primo,55989,4391,0,3,22,38,25,10,2,0.07842611941631392,9.77e-07,0.0004565420560747663
2022-06-14 00:00:00,360,atone,59968,4762,2,16,34,29,14,4,1,0.0794090181430096,7.24e-07,0.00033831775700934576
2022-06-13 00:00:00,359,donor,53802,4142,0,3,27,38,23,7,1,0.07698598565109104,8.32e-06,0.0038878504672897195
2022-06-12 00:00:00,358,float,56684,4323,1,12,30,32,18,6,1,0.07626490720485499,8.71e-06,0.004070093457943925
2022-06-11 00:00:00,357,goose,51958,4087,0,2,12,28,32,21,5,0.0786596866700027,6.92e-06,0.003233644859813084
2022-06-10 00:00:00,356,piety,55376,4324,0,4,25,41,22,7,1,0.07808436867957237,1.23e-06,0.000574766355140187
2022-06-09 00:00:00,355,girth,60020,4665,0,6,23,33,23,12,3,0.07772409196934356,8.32e-07,0.000388785046728972
2022-06-08 00:00:00,354,trait,61026,4607,0,6,22,35,24,11,2,0.07549241306983909,4.9e-06,0.002289719626168224
2022-06-07 00:00:00,353,flood,58991,4440,0,3,20,40,28,8,1,0.07526571849943212,2.19e-05,0.010233644859813084
2022-06-06 00:00:00,352,gloom,58478,4548,0,2,14,35,35,13,1,0.07777283764834639,2.04e-06,0.0009532710280373832
2022-06-05 00:00:00,351,depth,56738,4329,0,6,28,39,20,6,1,0.07629807183897917,3.55e-05,0.016588785046728973
2022-06-04 00:00:00,350,froth,58263,4432,0,5,22,35,25,11,1,0.07606886016854608,5.62e-07,0.00026261682242990653
2022-06-03 00:00:00,349,peach,65431,4957,1,13,38,32,13,3,0,0.0757591967110391,5.89e-06,0.002752336448598131
2022-06-02 00:00:00,348,showy,61278,4770,0,2,16,37,30,13,2,0.07784196612160971,6.17e-07,0.0002883177570093458
2022-06-01 00:00:00,347,creak,63241,4797,0,5,21,32,25,14,3,0.07585269050141522,3.31e-07,0.0001546728971962617
2022-05-31 00:00:00,346,manor,62768,4802,0,6,27,34,21,10,2,0.07650395105786388,6.46e-06,0.0030186915887850468
2022-05-30 00:00:00,345,atoll,60969,4741,0,6,28,36,21,8,1,0.07776082927389329,7.08e-07,0.0003308411214953271
2022-05-29 00:00:00,344,bayou,56839,4435,0,6,17,33,29,13,2,0.07802741075669875,1.38e-06,0.0006448598130841121
2022-05-28 00:00:00,343,crept,60069,4562,0,4,27,38,22,7,1,0.07594599543857897,1.41e-06,0.0006588785046728972
2022-05-27 00:00:00,342,tiara,63846,4842,0,8,36,33,17,6,1,0.07583873696081195,9.55e-07,0.00044626168224299066
2022-05-26 00:00:00,341,asset,63188,4733,0,7,28,34,21,8,1,0.07490346268278787,1.7e-05,0.00794392523364486
2022-05-25 00:00:00,340,vouch,62723,4835,0,2,9,25,33,24,6,0.07708496085965276,1.35e-06,0.0006308411214953271
2022-05-24 00:00:00,339,album,63380,4809,0,5,26,35,24,9,1,0.07587567055853582,0.000105,0.04906542056074767
2022-05-23 00:00:00,338,hinge,66431,4906,0,5,25,37,22,9,2,0.0738510635095061,2.09e-06,0.0009766355140186915
2022-05-22 00:00:00,337,money,67909,4928,1,7,26,36,21,8,1,0.07256770089384323,0.000437,0.20420560747663552
2022-05-21 00:00:00,336,scrap,66814,4973,1,9,28,34,20,8,1,0.07443050857604694,7.94e-06,0.0037102803738317757
2022-05-20 00:00:00,335,gamer,69884,5238,1,4,17,28,26,18,6,0.07495277889073322,4.17e-06,0.0019485981308411215
2022-05-19 00:00:00,334,glass,70920,5162,0,4,19,33,27,14,3,0.07278623801466441,7.08e-05,0.03308411214953271
2022-05-18 00:00:00,333,scour,73933,5544,0,8,34,35,17,5,1,0.07498681238418568,9.33e-07,0.00043598130841121497
2022-05-17 00:00:00,332,being,70722,5142,0,4,22,37,26,10,1,0.07270721981844405,0.000891,0.4163551401869159
2022-05-16 00:00:00,331,delve,68349,5179,0,2,14,32,33,16,2,0.07577287158553893,1.38e-06,0.0006448598130841121
2022-05-15 00:00:00,330,yield,67115,4963,0,4,16,29,29,18,4,0.07394770170602696,1.45e-05,0.006775700934579439
2022-05-14 00:00:00,329,metal,73225,5290,1,10,31,34,18,7,1,0.07224308637760328,6.61e-05,0.03088785046728972
2022-05-13 00:00:00,328,tipsy,77585,5522,0,6,33,38,17,5,1,0.07117355158858027,7.41e-07,0.00034626168224299067
2022-05-12 00:00:00,327,slung,75673,5419,0,2,16,37,31,13,2,0.0716107462370991,7.08e-07,0.0003308411214953271
2022-05-11 00:00:00,326,farce,79446,5688,0,9,26,32,21,9,1,0.07159580092138056,2.14e-06,0.001
2022-05-10 00:00:00,325,gecko,74412,5489,0,2,16,38,29,12,2,0.07376498414234263,8.13e-07,0.0003799065420560748
2022-05-09 00:00:00,324,shine,88932,6146,1,14,32,30,17,6,1,0.06910898214366032,1.48e-05,0.00691588785046729
2022-05-08 00:00:00,323,canny,72518,5256,0,2,10,30,34,20,4,0.07247855704790535,7.76e-07,0.0003626168224299065
2022-05-07 00:00:00,322,midst,74458,5233,0,3,25,39,24,9,1,0.07028123237261275,7.76e-06,0.003626168224299066
2022-05-06 00:00:00,321,badge,76292,5482,0,4,20,35,26,12,2,0.07185550254286163,1.05e-05,0.004906542056074766
2022-05-05 00:00:00,320,homer,85979,6313,0,3,16,26,24,19,12,0.07342490608171763,7.76e-06,0.003626168224299066
2022-05-04 00:00:00,319,train,107750,7243,6,26,32,22,10,3,0,0.06722041763341068,9.12e-05,0.04261682242990654
2022-05-03 00:00:00,318,hairy,85817,5941,1,8,24,33,23,10,1,0.06922870759872753,6.31e-06,0.0029485981308411215
2022-05-02 00:00:00,317,story,95643,6530,1,10,23,29,24,11,2,0.06827472998546678,0.000282,0.13177570093457946
2022-05-01 00:00:00,316,forgo,77658,5699,0,1,9,26,37,23,3,0.07338587138478972,9.77e-07,0.0004565420560747663
2022-04-30 00:00:00,315,larva,77991,5749,0,2,10,25,35,23,4,0.07371363362439255,9.77e-07,0.0004565420560747663
2022-04-29 00:00:00,314,trash,106652,7001,2,19,34,27,13,4,1,0.06564340096763305,2.63e-05,0.012289719626168224
2022-04-28 00:00:00,313,zesty,88974,6315,0,2,12,27,30,22,7,0.07097579068042349,2.57e-07,0.00012009345794392523
2022-04-27 00:00:00,312,shown,98967,6564,0,6,26,36,22,8,1,0.06632513868259117,7.94e-05,0.03710280373831776
2022-04-26 00:00:00,311,heist,103153,6830,1,13,32,31,16,6,1,0.0662123253807451,2.45e-06,0.001144859813084112
2022-04-25 00:00:00,310,askew,91548,6549,0,3,13,29,32,19,4,0.07153624328221261,5.25e-07,0.0002453271028037383
2022-04-24 00:00:00,309,inert,97452,6743,0,7,27,34,22,9,1,0.06919303862414317,1.23e-06,0.000574766355140187
2022-04-23 00:00:00,308,olive,95562,6482,1,6,25,34,23,10,1,0.06783030911868734,1.23e-05,0.0057476635514018696
2022-04-22 00:00:00,307,plant,119232,7731,2,19,39,28,10,3,0,0.06483997584541062,7.76e-05,0.03626168224299066
2022-04-21 00:00:00,306,oxide,97955,6960,0,2,11,30,33,21,4,0.07105303455668419,4.57e-06,0.002135514018691589
2022-04-20 00:00:00,305,cargo,102007,6796,0,5,20,34,27,12,2,0.06662287882204163,1.55e-05,0.007242990654205608
2022-04-19 00:00:00,304,foyer,108899,8198,0,2,10,19,19,23,26,0.07528076474531446,1.23e-06,0.000574766355140187
2022-04-18 00:00:00,303,flair,112383,7341,1,8,30,36,18,6,1,0.06532126745148288,3.47e-06,0.0016214953271028038
2022-04-17 00:00:00,302,ample,106681,7008,0,4,20,35,27,11,2,0.0656911727486619,5.13e-06,0.002397196261682243
2022-04-16 00:00:00,301,cheek,107987,7035,0,3,19,40,28,9,1,0.06514673062498264,9.12e-06,0.004261682242990655
2022-04-15 00:00:00,300,shame,129991,8522,1,11,22,25,21,15,5,0.06555838481125617,3.55e-05,0.016588785046728973
2022-04-14 00:00:00,299,mince,113448,7356,0,6,24,35,24,10,1,0.06484027924687963,1.05e-06,0.0004906542056074766
2022-04-13 00:00:00,298,chunk,123255,7835,1,4,29,42,18,5,1,0.06356740091679851,4.37e-06,0.002042056074766355
2022-04-12 00:00:00,297,royal,114907,7275,1,5,24,36,23,9,1,0.06331206976076305,7.08e-05,0.03308411214953271
2022-04-11 00:00:00,296,squad,109828,7236,0,3,20,33,27,14,2,0.06588483811050005,4.68e-05,0.02186915887850467
2022-04-10 00:00:00,295,black,126241,7894,1,10,31,34,18,6,1,0.06253119034228183,0.000288,0.13457943925233645
2022-04-09 00:00:00,294,stair,134210,8537,2,21,36,26,11,4,1,0.06360926905595708,1.82e-06,0.0008504672897196262
2022-04-08 00:00:00,293,scare,141158,9010,1,12,23,26,21,13,4,0.06382918431828165,1.17e-05,0.005467289719626168
2022-04-07 00:00:00,292,foray,117761,7575,0,2,14,31,31,19,4,0.06432520104279006,1.1e-06,0.000514018691588785
2022-04-06 00:00:00,291,comma,117856,7560,0,2,13,33,33,17,3,0.0641460765680152,1.86e-06,0.0008691588785046728
2022-04-05 00:00:00,290,natal,121356,7702,0,2,14,32,32,17,3,0.06346616566135997,2.57e-06,0.0012009345794392523
2022-04-04 00:00:00,289,shawl,129651,7943,0,3,16,31,30,16,3,0.06126447154283422,1.48e-06,0.0006915887850467289
2022-04-03 00:00:00,288,fewer,124532,7931,0,2,10,24,32,26,6,0.063686442038994,2.04e-05,0.009532710280373832
2022-04-02 00:00:00,287,trope,155079,9315,1,16,33,28,15,6,1,0.060066159828216587,1.26e-06,0.000588785046728972
2022-04-01 00:00:00,286,snout,144648,8913,1,4,19,27,26,18,5,0.061618549858967975,1.2e-06,0.0005607476635514019
2022-03-31 00:00:00,285,lowly,135219,8469,0,2,9,26,32,24,8,0.06263173074789785,1.86e-06,0.0008691588785046728
2022-03-30 00:00:00,284,stove,158139,9318,0,5,16,24,27,21,6,0.05892284635668621,5.13e-06,0.002397196261682243
2022-03-29 00:00:00,283,shall,149070,8494,0,3,17,30,28,17,4,0.05697994230898236,0.000107,0.05
2022-03-28 00:00:00,282,found,173696,10613,1,6,17,22,20,21,14,0.06110100405305822,0.000479,0.22383177570093457
2022-03-27 00:00:00,281,nymph,165468,9935,1,2,18,44,26,26,9,0.0600418207750139,7.41e-07,0.00034626168224299067
2022-03-26 00:00:00,280,epoxy,149507,9376,0,2,13,31,33,18,3,0.06271278267907188,1.26e-06,0.000588785046728972
2022-03-25 00:00:00,279,depot,150197,8562,0,5,29,36,20,7,1,0.05700513325832074,8.91e-06,0.004163551401869158
2022-03-24 00:00:00,278,chest,169066,9318,1,14,35,31,14,5,1,0.05511457064105142,3.31e-05,0.015467289719626168
2022-03-23 00:00:00,277,purge,156785,8555,1,4,22,35,26,11,2,0.054565168861817136,3.72e-06,0.0017383177570093457
2022-03-22 00:00:00,276,slosh,160161,8807,0,2,19,36,27,13,2,0.05498841790448361,1.26e-07,5.887850467289719e-05
2022-03-21 00:00:00,275,their,173636,9200,2,14,36,30,13,4,0,0.052984404155820224,0.00214,1.0
2022-03-20 00:00:00,274,renew,154987,8417,0,4,20,33,27,13,2,0.05430778065257086,5.37e-06,0.0025093457943925236
2022-03-19 00:00:00,273,allow,156311,8515,0,5,21,32,26,14,3,0.05447473306421173,0.000102,0.04766355140186916
2022-03-18 00:00:00,272,saute,179830,9304,1,8,31,34,19,6,1,0.051737752321637104,2.88e-07,0.00013457943925233645
2022-03-17 00:00:00,271,movie,169071,8847,1,5,18,30,26,16,3,0.05232712883936334,0.000145,0.0677570093457944
2022-03-16 00:00:00,270,cater,217856,11234,1,7,19,22,19,18,15,0.05156617215041128,3.55e-06,0.0016588785046728971
2022-03-15 00:00:00,269,tease,202855,10024,1,16,32,30,16,6,1,0.0494146064923221,3.89e-06,0.0018177570093457945
2022-03-14 00:00:00,268,smelt,185406,9373,0,5,19,33,28,13,2,0.05055391950638059,9.77e-07,0.0004565420560747663
2022-03-13 00:00:00,267,focus,179436,8937,1,4,23,36,24,10,1,0.0498060589848191,0.0001,0.04672897196261683
2022-03-12 00:00:00,266,today,192049,9353,1,7,29,35,20,7,1,0.04870111273685362,0.000355,0.16588785046728974
2022-03-11 00:00:00,265,watch,226349,12400,1,6,14,18,17,24,20,0.054782658637767344,0.000219,0.10233644859813085
2022-03-10 00:00:00,264,lapse,208884,9960,0,8,31,34,19,7,1,0.04768196702476015,3.09e-06,0.00144392523364486
2022-03-09 00:00:00,263,month,201799,9435,1,5,26,37,22,8,1,0.04675444377821496,0.000178,0.08317757009345794
2022-03-08 00:00:00,262,sweet,207473,9767,1,5,18,31,28,15,2,0.0470760050705393,8.13e-05,0.037990654205607474
2022-03-07 00:00:00,261,hoard,218595,9823,1,9,30,34,19,7,1,0.04493698392003477,1.7e-06,0.000794392523364486
2022-03-06 00:00:00,260,cloth,218595,9911,1,8,33,34,17,7,1,0.04533955488460395,1.07e-05,0.005
2022-03-05 00:00:00,259,brine,229895,10405,1,9,25,29,22,12,3,0.04525979251397377,1.17e-06,0.0005467289719626169
2022-03-04 00:00:00,258,ahead,203730,9396,1,5,20,35,26,12,2,0.0461198645265793,0.000102,0.04766355140186916
2022-03-03 00:00:00,257,mourn,240018,10465,1,8,29,34,19,8,1,0.04360089659942171,2.69e-06,0.0012570093457943926
2022-03-02 00:00:00,256,nasty,257304,10813,1,7,26,31,21,11,2,0.042024220377452355,1.66e-05,0.007757009345794393
2022-03-01 00:00:00,255,rupee,240137,10577,1,2,17,35,30,13,2,0.044045690584957754,1.1e-06,0.000514018691588785
2022-02-28 00:00:00,254,choke,251094,10521,1,8,30,36,18,6,1,0.04190064278716337,5.25e-06,0.002453271028037383
2022-02-27 00:00:00,253,chant,250413,10438,1,9,33,33,16,7,1,0.04168313945362261,3.98e-06,0.0018598130841121496
2022-02-26 00:00:00,252,spill,248363,10087,1,5,26,34,22,10,2,0.040613940079641496,6.92e-06,0.003233644859813084
2022-02-25 00:00:00,251,vivid,255907,11687,1,2,10,29,33,21,4,0.04566893441758139,5.62e-06,0.0026261682242990658
2022-02-24 00:00:00,250,bloke,250674,10405,1,6,21,32,25,12,2,0.04150809417809585,3.55e-06,0.0016588785046728971
2022-02-23 00:00:00,249,trove,277576,11411,1,5,16,24,25,22,8,0.0411094619131337,1.1e-06,0.000514018691588785
2022-02-22 00:00:00,248,thorn,306356,11814,1,14,38,30,12,4,0,0.03856297901787463,3.02e-06,0.001411214953271028
2022-02-21 00:00:00,247,other,278731,10887,1,9,26,30,21,10,2,0.03905916457085864,0.00145,0.6775700934579438
2022-02-20 00:00:00,246,tacit,273306,11094,1,4,21,32,26,14,3,0.040591864064455224,8.71e-07,0.00040700934579439253
2022-02-19 00:00:00,245,swill,282327,11241,1,1,8,19,31,30,10,0.03981553305209916,2.09e-07,9.766355140186917e-05
2022-02-18 00:00:00,244,dodge,265238,10220,1,3,15,29,27,19,7,0.03853143214773147,8.51e-06,0.003976635514018691
2022-02-17 00:00:00,243,shake,342003,12767,1,6,16,23,24,21,9,0.03733008189986638,2.14e-05,0.01
2022-02-16 00:00:00,242,caulk,289721,10740,1,4,20,31,26,15,3,0.03707014679640067,1.95e-07,9.11214953271028e-05
2022-02-15 00:00:00,241,aroma,287836,10343,1,6,25,33,22,11,2,0.03593365666560124,1.7e-06,0.000794392523364486
2022-02-14 00:00:00,240,cynic,261521,10343,1,6,25,33,22,11,2,0.03954940521028904,6.46e-07,0.0003018691588785047
2022-02-13 00:00:00,239,robin,277471,13249,1,6,29,34,21,8,1,0.04774913414374836,2.14e-05,0.01
2022-02-12 00:00:00,238,ultra,269885,9310,1,7,23,34,24,10,1,0.034496174296459604,1.7e-05,0.00794392523364486
2022-02-11 00:00:00,237,ulcer,278826,10631,1,4,18,30,28,16,3,0.038127721231162086,1.07e-06,0.0005
2022-02-10 00:00:00,236,pause,304830,13480,1,8,26,32,21,10,2,0.04422136928779976,1e-05,0.004672897196261683
2022-02-09 00:00:00,235,humor,305372,13846,1,5,22,34,25,11,2,0.04534141964554707,1.55e-05,0.007242990654205608
2022-02-08 00:00:00,234,frame,336236,15369,1,10,20,24,24,17,3,0.045708966321274344,3.8e-05,0.017757009345794394
2022-02-07 00:00:00,233,elder,288228,13340,1,3,13,24,30,24,5,0.04628280389136378,1.15e-05,0.005373831775700935
2022-02-06 00:00:00,232,skill,311018,13716,1,3,17,33,27,16,3,0.04410034145933676,2.63e-05,0.012289719626168224
2022-02-05 00:00:00,231,aloft,319698,13708,1,4,22,36,25,11,2,0.04287796608048846,1.2e-06,0.0005607476635514019
2022-02-04 00:00:00,230,pleat,359679,14813,1,10,28,31,19,9,2,0.041183944572799634,1.55e-07,7.242990654205607e-05
2022-02-03 00:00:00,229,shard,358176,14609,1,7,22,28,25,14,4,0.04078721075672295,1e-06,0.0004672897196261682
2022-02-02 00:00:00,228,moist,361908,14205,3,13,32,29,16,7,1,0.03925030670778209,4.9e-06,0.002289719626168224
2022-02-01 00:00:00,227,those,351663,13606,1,13,34,30,15,6,1,0.03869045080090883,0.000794,0.3710280373831776
2022-01-31 00:00:00,226,light,341314,13347,1,10,25,27,19,12,5,0.03910475398020591,0.000214,0.1
2022-01-30 00:00:00,225,wrung,294687,11524,0,2,18,39,27,12,2,0.03910589880110083,2.29e-07,0.00010700934579439253
2022-01-29 00:00:00,224,could,313220,11592,1,7,29,35,20,8,1,0.037009130962262944,0.00115,0.5373831775700935
2022-01-28 00:00:00,223,perky,296968,11148,1,4,17,30,27,17,4,0.037539398184316154,8.91e-07,0.00041635514018691593
2022-01-27 00:00:00,222,mount,331844,11451,1,9,29,33,19,7,1,0.03450717807162402,2.95e-05,0.013785046728971961
2022-01-26 00:00:00,221,whack,302348,10163,1,4,22,37,24,10,2,0.03361358434651461,2.69e-06,0.0012570093457943926
2022-01-25 00:00:00,220,sugar,276404,8708,1,6,25,34,23,9,1,0.03150460919523596,4.79e-05,0.02238317757009346
2022-01-24 00:00:00,219,knoll,258038,8317,1,1,11,29,33,21,4,0.032231686805819296,7.94e-07,0.0003710280373831776
2022-01-23 00:00:00,218,crimp,269929,7630,1,5,28,38,20,7,1,0.02826669235243342,4.07e-07,0.00019018691588785046
2022-01-22 00:00:00,217,wince,241489,6850,1,3,17,33,29,15,3,0.02836568125256223,4.07e-07,0.00019018691588785046
2022-01-21 00:00:00,216,prick,273727,7409,1,8,30,33,19,7,1,0.027067114314627348,3.98e-06,0.0018598130841121496
2022-01-20 00:00:00,215,robot,243964,6589,1,8,29,34,20,8,1,0.027008083159810462,1.74e-05,0.008130841121495327
2022-01-19 00:00:00,214,point,280622,7094,1,16,37,28,12,4,1,0.02527955755429011,0.000347,0.16214953271028038
2022-01-18 00:00:00,213,proxy,220950,6206,1,2,11,24,31,26,6,0.028087802670287397,5.37e-06,0.0025093457943925236
2022-01-17 00:00:00,212,shire,222197,5640,1,8,32,32,18,8,2,0.025382880956988617,2.95e-06,0.0013785046728971963
2022-01-16 00:00:00,211,solar,209609,4955,1,9,32,32,18,7,1,0.023639252131349323,3.39e-05,0.015841121495327102
2022-01-15 00:00:00,210,panic,205880,4655,1,9,35,34,16,5,1,0.022610258402953175,1.82e-05,0.008504672897196261
2022-01-14 00:00:00,209,tangy,169484,3985,1,4,21,30,24,15,5,0.02351254395695169,4.37e-07,0.0002042056074766355
2022-01-13 00:00:00,208,abbey,132726,3345,1,2,13,29,31,20,3,0.025202296460377017,7.59e-06,0.003546728971962617
2022-01-12 00:00:00,207,favor ,137586,3073,1,4,15,26,29,21,4,0.022335121305946826,3.8e-05,0.017757009345794394
2022-01-11 00:00:00,206,drink,153880,3017,1,9,35,34,16,5,1,0.019606186638939434,7.94e-05,0.03710280373831776
2022-01-10 00:00:00,205,query,107134,2242,1,4,16,30,30,17,2,0.02092706330389979,4.37e-06,0.002042056074766355
2022-01-09 00:00:00,204,gorge,91477,1913,1,3,13,27,30,22,4,0.020912360484056102,2.51e-06,0.0011728971962616823
2022-01-08 00:00:00,203,crank,101503,1763,1,5,23,31,24,14,2,0.017368944760253392,4.07e-06,0.0019018691588785048
2022-01-07 00:00:00,202,slump,80630,1362,1,3,23,39,24,9,1,0.01689197569142999,2.29e-06,0.0010700934579439252
